repeat,renal_effect_sd,method,accuracy,adjusted_rand_index,false_atrial_renal_competing,brier_score,expected_calibration_error,mean_posterior_entropy,predicted_atrial_prevalence,renal_competing_subgroup_size
8,0.0,Biologically constrained latent SCM,0.833,0.4429981867907079,0.1276595744680851,0.12113378691101284,0.044830338979268386,0.36304174109144816,0.476,141
8,0.0,Data-generating oracle (reference),0.839,0.45914374794772483,0.1347517730496454,0.11687193591067294,0.030557251656505025,0.38306905658597135,0.5,141
9,0.0,Associative latent class model,0.853,0.49793374080261926,0.152317880794702,0.10759944386735744,0.03353243434574993,0.3332438066549886,0.489,151
9,0.0,Renal-adjusted associative latent class model,0.856,0.5064503709761818,0.1986754966887417,0.10917999393850591,0.0368317554818523,0.3289655942940732,0.486,151
9,0.0,Biologically constrained latent SCM,0.854,0.5007647736969644,0.18543046357615894,0.10801977416901606,0.03573619882703216,0.3314288273513232,0.484,151
9,0.0,Data-generating oracle (reference),0.866,0.5353594618893146,0.17218543046357615,0.10537000067974978,0.041019369706372495,0.376826213016133,0.518,151
0,0.75,Associative latent class model,0.808,0.37882877683058364,0.5118110236220472,0.13875744293157213,0.046498929336382125,0.3608113791938871,0.546,127
0,0.75,Renal-adjusted associative latent class model,0.832,0.44033087813448624,0.3543307086614173,0.12295382504305309,0.026834443037557776,0.36763133211286253,0.546,127
0,0.75,Biologically constrained latent SCM,0.84,0.46185436349690207,0.23622047244094488,0.12136403098596273,0.031923440474230895,0.370719478214475,0.554,127
0,0.75,Data-generating oracle (reference),0.843,0.47006629040940096,0.18110236220472442,0.12098224275140607,0.03535741408256051,0.37503274448102936,0.513,127
1,0.75,Associative latent class model,0.821,0.41157619146011704,0.3288590604026846,0.12904452408207281,0.0237576507479468,0.37958807530320493,0.523,149
1,0.75,Renal-adjusted associative latent class model,0.806,0.37393089682179015,0.12751677852348994,0.13809484555626023,0.06998445485146972,0.33687871156605476,0.576,149
1,0.75,Biologically constrained latent SCM,0.822,0.4141569940669509,0.15436241610738255,0.12910542187983662,0.05514766268628013,0.3479127135979699,0.558,149
1,0.75,Data-generating oracle (reference),0.828,0.42976544488059015,0.16778523489932887,0.12322636868453915,0.015557106930147037,0.3823295630099275,0.51,149
2,0.75,Associative latent class model,0.785,0.3241733927312715,0.6619718309859155,0.15252669789057974,0.08879372716192259,0.32807295714078794,0.621,142
2,0.75,Renal-adjusted associative latent class model,0.807,0.3763027479904898,0.4859154929577465,0.13474999977188834,0.10758890087288638,0.33390032891840254,0.647,142
2,0.75,Biologically constrained latent SCM,0.803,0.3665176094497382,0.4014084507042254,0.13732634259112533,0.1201356485102881,0.33232167466954227,0.661,142
2,0.75,Data-generating oracle (reference),0.84,0.4618625199979483,0.14084507042253522,0.11281986357464834,0.03690184079849023,0.372987103553327,0.504,142
3,0.75,Associative latent class model,0.799,0.3569601351284992,0.512987012987013,0.14614106187492362,0.07448358234291302,0.3423328305766724,0.548,154
3,0.75,Renal-adjusted associative latent class model,0.816,0.3988225074543415,0.33116883116883117,0.1353421327423457,0.06068422072718431,0.34258291180439276,0.533,154
3,0.75,Biologically constrained latent SCM,0.814,0.3937775537648373,0.2532467532467532,0.132364855797388,0.05096033210667621,0.3473029552837195,0.529,154
3,0.75,Data-generating oracle (reference),0.833,0.442999051238715,0.16883116883116883,0.1247915329564094,0.03444505732443888,0.3899474247715442,0.49,154
4,0.75,Associative latent class model,0.798,0.3545654633492087,0.4701492537313433,0.14001218533873735,0.045305447443280404,0.3679670083308034,0.542,134
4,0.75,Renal-adjusted associative latent class model,0.825,0.4219148187705125,0.1791044776119403,0.11660396374459879,0.02910342949962206,0.3710032750009276,0.551,134
4,0.75,Biologically constrained latent SCM,0.823,0.41671898100461857,0.26119402985074625,0.11771009713526075,0.028317077754942965,0.370891779240426,0.569,134
4,0.75,Data-generating oracle (reference),0.84,0.46186094496873314,0.16417910447761194,0.11678689212225697,0.037068439783372896,0.39188448572207346,0.524,134
5,0.75,Associative latent class model,0.745,0.2393385923492443,0.6381578947368421,0.18581790095562026,0.10979869130275549,0.35518633721197024,0.502,152
5,0.75,Renal-adjusted associative latent class model,0.801,0.361782259915021,0.03289473684210526,0.14059934189580978,0.07598676460263264,0.38608376346649453,0.418,152
5,0.75,Biologically constrained latent SCM,0.807,0.37638768247683024,0.06578947368421052,0.1347433113528519,0.07208051874914206,0.39064374334384483,0.42,152
5,0.75,Data-generating oracle (reference),0.816,0.39882234044509884,0.17763157894736842,0.12472332244161326,0.024895819082422103,0.3836979118761468,0.493,152
6,0.75,Associative latent class model,0.802,0.3641831742398868,0.44654088050314467,0.1386195348688613,0.049001499093526815,0.3631264471137674,0.538,159
6,0.75,Renal-adjusted associative latent class model,0.822,0.4141522434771842,0.1949685534591195,0.1240946909885202,0.03955154999062081,0.36753505175488205,0.534,159
6,0.75,Biologically constrained latent SCM,0.822,0.41415193849007054,0.1949685534591195,0.12404111367983064,0.038706501420658755,0.3675388042123555,0.532,159
6,0.75,Data-generating oracle (reference),0.82,0.40900842630848216,0.15723270440251572,0.12149007461684809,0.02654224250811399,0.3917124369196279,0.5,159
7,0.75,Associative latent class model,0.759,0.26759141468647435,0.54421768707483,0.17072147591765555,0.09349385680738463,0.3578438243515642,0.508,147
7,0.75,Renal-adjusted associative latent class model,0.821,0.4115753967701446,0.10884353741496598,0.12651459993242017,0.03422301075254554,0.3628050572184404,0.496,147
7,0.75,Biologically constrained latent SCM,0.828,0.42976561692445614,0.12244897959183673,0.12638908334513493,0.038600827087269425,0.3640691601511588,0.493,147
7,0.75,Data-generating oracle (reference),0.831,0.43768152541364685,0.17006802721088435,0.12323509148944477,0.02538902921656948,0.38445496385660455,0.506,147
8,0.75,Associative latent class model,0.775,0.30180388977266714,0.5375,0.1507922791458177,0.06711792027416466,0.35072699755050907,0.532,160
8,0.75,Renal-adjusted associative latent class model,0.813,0.3912700755124805,0.20625,0.1273495858350487,0.04324055542250083,0.35997774894656764,0.538,160
8,0.75,Biologically constrained latent SCM,0.81,0.3837909239875402,0.31875,0.12905250700048643,0.0521604970286753,0.35850611040965913,0.557,160
8,0.75,Data-generating oracle (reference),0.824,0.41932276467281754,0.175,0.12295511552628649,0.020311244898947305,0.3743791028963035,0.501,160
9,0.75,Associative latent class model,0.795,0.3474481033359864,0.5075757575757576,0.14676806337284856,0.05898557471766932,0.3703399489412199,0.513,132
9,0.75,Renal-adjusted associative latent class model,0.825,0.4219216421647143,0.1893939393939394,0.12046325213963617,0.028226515915604617,0.3979320176890423,0.517,132
9,0.75,Biologically constrained latent SCM,0.826,0.424528485683045,0.18181818181818182,0.12069767210414466,0.024742607731108052,0.3974247746427776,0.516,132
9,0.75,Data-generating oracle (reference),0.831,0.4376783393442467,0.1893939393939394,0.1192016877348552,0.02888062685788491,0.39532926157496584,0.527,132
0,1.5,Associative latent class model,0.611,0.048302616425683904,0.8309859154929577,0.29252749366227887,0.28902036320590035,0.24816036212593576,0.337,142
0,1.5,Renal-adjusted associative latent class model,0.826,0.4245286882856628,0.19014084507042253,0.12109980991295739,0.036650023663865376,0.3663744091914653,0.504,142
0,1.5,Biologically constrained latent SCM,0.827,0.42714331236874237,0.19014084507042253,0.12092377163555662,0.03526593590538864,0.3662944522113304,0.501,142
0,1.5,Data-generating oracle (reference),0.83,0.4350351784702887,0.18309859154929578,0.12029673857211363,0.02475476665706534,0.3757504751149696,0.494,142
1,1.5,Associative latent class model,0.693,0.14814387201479426,0.8924050632911392,0.2371215869435265,0.19432874500945196,0.2876550931358053,0.502,158
1,1.5,Renal-adjusted associative latent class model,0.819,0.40645425345957426,0.0949367088607595,0.12209031652022209,0.044230483160088034,0.36668244720704135,0.428,158
1,1.5,Biologically constrained latent SCM,0.829,0.4323996203997213,0.12658227848101267,0.12053623486751816,0.04463443991908541,0.36867275359422935,0.432,158
1,1.5,Data-generating oracle (reference),0.829,0.4323964509408816,0.16455696202531644,0.11610065701029848,0.03144270695547127,0.37919268161671504,0.482,158
2,1.5,Associative latent class model,0.614,0.051031196199531684,0.9805194805194806,0.3145547402458422,0.3129523296621418,0.26857647905985255,0.468,154
2,1.5,Renal-adjusted associative latent class model,0.803,0.36659029091745066,0.44155844155844154,0.13699486522804744,0.04005513113055151,0.3757830344775156,0.563,154
2,1.5,Biologically constrained latent SCM,0.831,0.4376811203460139,0.18181818181818182,0.12098825520455506,0.02092415768920562,0.39288209920927963,0.521,154
2,1.5,Data-generating oracle (reference),0.83,0.43503434408839115,0.18831168831168832,0.11909327211911602,0.01839172903258423,0.37894024805470894,0.522,154
3,1.5,Associative latent class model,0.482,0.0002564373177118195,0.9813664596273292,0.44038454237846114,0.4644015780344712,0.16638769981848472,0.316,161
3,1.5,Renal-adjusted associative latent class model,0.813,0.39126571384724035,0.36024844720496896,0.1314569174663321,0.03892780746460706,0.38330450605809857,0.549,161
3,1.5,Biologically constrained latent SCM,0.825,0.42192166474103643,0.16770186335403728,0.12397973583962135,0.018989039052412133,0.38794639415941756,0.525,161
3,1.5,Data-generating oracle (reference),0.827,0.42714319819244545,0.12422360248447205,0.12081907988502494,0.0191975528498598,0.37384388350502396,0.513,161
4,1.5,Associative latent class model,0.572,0.01982489987016979,0.8013245033112583,0.3257712202473244,0.3251866306711659,0.2596878072488784,0.328,151
4,1.5,Renal-adjusted associative latent class model,0.823,0.4167328884263228,0.16556291390728478,0.12456475417467922,0.01940925959743623,0.399923198694162,0.519,151
4,1.5,Biologically constrained latent SCM,0.829,0.43239628583321854,0.18543046357615894,0.12439447279395481,0.01623374802986624,0.40043390300730997,0.513,151
4,1.5,Data-generating oracle (reference),0.825,0.4219219761384037,0.19205298013245034,0.12321763697121571,0.024034927592852147,0.38170345491063934,0.517,151
5,1.5,Associative latent class model,0.534,0.0037127436170591647,1.0,0.3952793695362594,0.41500408105611597,0.16470780950337052,0.33,152
5,1.5,Renal-adjusted associative latent class model,0.811,0.3862698292114956,0.20394736842105263,0.12844187256598413,0.02250902394917337,0.3726468992755864,0.497,152
5,1.5,Biologically constrained latent SCM,0.814,0.3937773909230996,0.18421052631578946,0.12861531414067665,0.020051299419181316,0.3726234530790743,0.494,152
5,1.5,Data-generating oracle (reference),0.813,0.3912669604954005,0.20394736842105263,0.12729426234767213,0.03225933618708921,0.3800403337978361,0.509,152
6,1.5,Associative latent class model,0.497,-0.001016542645713709,0.0,0.497801474405699,0.49356422861249327,0.06247795540553334,0.709,153
6,1.5,Renal-adjusted associative latent class model,0.807,0.3763724974076867,0.0718954248366013,0.1351498242432941,0.03528151941990098,0.382267691134047,0.491,153
6,1.5,Biologically constrained latent SCM,0.814,0.3937779547021073,0.11764705882352941,0.1282330849284793,0.03043217026153134,0.3890966097228487,0.498,153
6,1.5,Data-generating oracle (reference),0.836,0.45103518743367504,0.1830065359477124,0.12495256698088164,0.03172194304059734,0.38458635767376276,0.496,153
7,1.5,Associative latent class model,0.515,-2.1616173636959626e-05,0.9936708860759493,0.42619226417383616,0.4456537024198532,0.13136188345489117,0.337,158
7,1.5,Renal-adjusted associative latent class model,0.81,0.3837837948089797,0.16455696202531644,0.12919820990068845,0.03654874659843208,0.36854498393912877,0.484,158
7,1.5,Biologically constrained latent SCM,0.809,0.38130537725731006,0.1518987341772152,0.12922973404933838,0.037253186544272114,0.3687793531269347,0.483,158
7,1.5,Data-generating oracle (reference),0.814,0.39377744153962757,0.15822784810126583,0.12697633146705886,0.02395128136136481,0.37955797385505685,0.508,158
8,1.5,Associative latent class model,0.652,0.09152386718366734,0.9357142857142857,0.2791883079173708,0.2781116743107865,0.23555155863437102,0.431,140
8,1.5,Renal-adjusted associative latent class model,0.835,0.44834783303719883,0.17857142857142858,0.11989561617287199,0.03326480489869721,0.3872392934642136,0.496,140
8,1.5,Biologically constrained latent SCM,0.835,0.4483483615614421,0.2714285714285714,0.12038040763823156,0.028906041662545005,0.38537098761382954,0.516,140
8,1.5,Data-generating oracle (reference),0.837,0.4537291932770088,0.20714285714285716,0.11963480605516057,0.030622717111719926,0.382413373502017,0.502,140
9,1.5,Associative latent class model,0.645,0.08319169094998974,0.87248322147651,0.2657020032619317,0.2369997068101993,0.28505959803224196,0.414,149
9,1.5,Renal-adjusted associative latent class model,0.81,0.3837842567109868,0.2483221476510067,0.13039311462683087,0.038441978805281066,0.3776226736599007,0.471,149
9,1.5,Biologically constrained latent SCM,0.809,0.38130744725397264,0.16778523489932887,0.13276050378905258,0.0490155032166681,0.37472844015167084,0.446,149
9,1.5,Data-generating oracle (reference),0.819,0.4064504550751365,0.18120805369127516,0.12713992805181445,0.020834578804388562,0.38451438274074823,0.484,149
0,2.25,Associative latent class model,0.475,0.0016589735351371726,1.0,0.5147697197530923,0.5189158485218957,0.02743332559242684,0.285,158
0,2.25,Renal-adjusted associative latent class model,0.792,0.3403959754769209,0.0379746835443038,0.15113833902602358,0.05457980358930931,0.3501728457252534,0.492,158
0,2.25,Biologically constrained latent SCM,0.809,0.38130538808879316,0.12025316455696203,0.13475342698319173,0.03320881485750292,0.38067352526695636,0.483,158
0,2.25,Data-generating oracle (reference),0.815,0.39629579713141677,0.15822784810126583,0.12983334154122628,0.026141028768745238,0.3752125494866361,0.503,158
1,2.25,Associative latent class model,0.518,0.0004554361948090558,1.0,0.44829457870065476,0.4611929421323011,0.08286543766859474,0.284,136
1,2.25,Renal-adjusted associative latent class model,0.83,0.4350415283147548,0.3382352941176471,0.12491262995365167,0.05302215853134454,0.3799240258701309,0.56,136
1,2.25,Biologically constrained latent SCM,0.838,0.45643557664119705,0.18382352941176472,0.11897705800728457,0.04833784135608441,0.3862847220496034,0.544,136
1,2.25,Data-generating oracle (reference),0.842,0.46732304919245377,0.1323529411764706,0.1142120178062859,0.027255386009654364,0.38054086959827715,0.49,136
2,2.25,Associative latent class model,0.48,0.000421168631923301,1.0,0.4968270064126949,0.5049964464182021,0.05654784032372583,0.314,179
2,2.25,Renal-adjusted associative latent class model,0.804,0.3690094666755248,0.09497206703910614,0.13892806270525346,0.04920943662419897,0.40586455856266057,0.414,179
2,2.25,Biologically constrained latent SCM,0.811,0.38625580032681134,0.1452513966480447,0.1382394119945469,0.04507885891391437,0.4122090036019082,0.431,179
2,2.25,Data-generating oracle (reference),0.798,0.35457129245663443,0.18435754189944134,0.13718812500575417,0.034908025541906126,0.3906595382658579,0.494,179
3,2.25,Associative latent class model,0.475,0.001300236938160378,1.0,0.5040599596289327,0.512600824189906,0.044304540155954183,0.303,151
3,2.25,Renal-adjusted associative latent class model,0.823,0.4167331259781122,0.2781456953642384,0.13401116232993873,0.041505637285838906,0.3669413180889742,0.511,151
3,2.25,Biologically constrained latent SCM,0.821,0.4115749881794221,0.15894039735099338,0.1307899344778316,0.04137920362084434,0.3739905497421927,0.479,151
3,2.25,Data-generating oracle (reference),0.823,0.41673346740002704,0.17880794701986755,0.12894535569883403,0.03377535225655794,0.3887074855469134,0.497,151
4,2.25,Associative latent class model,0.479,0.0002677095874634169,0.9315068493150684,0.5029832477064299,0.5109023453373626,0.04942748110691451,0.281,146
4,2.25,Renal-adjusted associative latent class model,0.816,0.39882135686402526,0.17123287671232876,0.13102966668819396,0.03548051978267617,0.37700899780462477,0.522,146
4,2.25,Biologically constrained latent SCM,0.816,0.39882135686402526,0.1643835616438356,0.13121331160589234,0.03365330990344859,0.3772949760089522,0.522,146
4,2.25,Data-generating oracle (reference),0.816,0.3988201540206977,0.1917808219178082,0.127695730160528,0.035765742694867486,0.37293675499774254,0.526,146
5,2.25,Associative latent class model,0.512,-0.0005017511583665436,0.0,0.4867531570874891,0.4831960153907376,0.02852666398979973,0.709,142
5,2.25,Renal-adjusted associative latent class model,0.83,0.4350345534539893,0.07746478873239436,0.12272962479176758,0.02739169029363447,0.35814174836614154,0.527,142
5,2.25,Biologically constrained latent SCM,0.833,0.4429985767409964,0.1056338028169014,0.12005089183455572,0.020283947731111904,0.3627797200138608,0.526,142
5,2.25,Data-generating oracle (reference),0.83,0.4350345534539893,0.176056338028169,0.11861501974913662,0.029098107844966505,0.3916654476486177,0.527,142
6,2.25,Associative latent class model,0.481,0.0005902780688071819,0.0,0.5178708759462605,0.5151809913074786,0.025843433655318167,0.693,143
6,2.25,Renal-adjusted associative latent class model,0.836,0.4510346323346872,0.24475524475524477,0.11931832609184513,0.020456790498706863,0.37234800493241244,0.492,143
6,2.25,Biologically constrained latent SCM,0.835,0.4483480676893523,0.11888111888111888,0.11753834193302436,0.03191057586136769,0.37868331509835296,0.489,143
6,2.25,Data-generating oracle (reference),0.837,0.4537303308140569,0.20279720279720279,0.11236366329898749,0.02725589743441681,0.37314826607522256,0.523,143
7,2.25,Associative latent class model,0.535,0.003807716145240675,1.0,0.4489105503553562,0.4549647180638894,0.042106301536434305,0.299,142
7,2.25,Renal-adjusted associative latent class model,0.809,0.38129542736813044,0.11267605633802817,0.13189526687862388,0.04462315162460549,0.4071691775239281,0.417,142
7,2.25,Biologically constrained latent SCM,0.81,0.3837746700796195,0.11971830985915492,0.13036797695337338,0.047154061529355466,0.4085683697027317,0.42,142
7,2.25,Data-generating oracle (reference),0.83,0.43503510840114384,0.20422535211267606,0.1251126851760139,0.03505293069217512,0.38922190182262206,0.486,142
8,2.25,Associative latent class model,0.509,-0.0010239473678775423,0.0,0.48938224951504933,0.48670210481639187,0.023882051653035353,0.692,173
8,2.25,Renal-adjusted associative latent class model,0.815,0.39629385954234264,0.2254335260115607,0.12998003029746152,0.02640555483201993,0.35817030890760804,0.474,173
8,2.25,Biologically constrained latent SCM,0.816,0.3988206867710105,0.21965317919075145,0.1299544242221845,0.029371084791036273,0.3578053369477382,0.475,173
8,2.25,Data-generating oracle (reference),0.822,0.4141505997720906,0.2254335260115607,0.12781968524987888,0.02696607059516276,0.3811657504182327,0.487,173
9,2.25,Associative latent class model,0.504,-0.001615620161988453,0.0,0.4934085689514522,0.4916285065070728,0.04441856846345983,0.725,123
9,2.25,Renal-adjusted associative latent class model,0.809,0.3813046894771921,0.22764227642276422,0.1324356541802772,0.02708604540175438,0.379736919460624,0.518,123
9,2.25,Biologically constrained latent SCM,0.808,0.3788288942142773,0.18699186991869918,0.13233954695307903,0.029994233958452948,0.37973278213591083,0.531,123
9,2.25,Data-generating oracle (reference),0.81,0.3837806755222896,0.24390243902439024,0.13227309168083665,0.019261292629097017,0.39506196694075335,0.525,123
