repeat,renal_effect_sd,causal_estimated_renal_effect_nt,adjusted_estimated_renal_effect_nt,adjusted_estimated_renal_effect_electrical,adjusted_estimated_renal_effect_competing
0,0.0,0.16591701200033304,0.018995640852152086,-0.14804534939147918,0.16028324238833125
1,0.0,0.08506492178018354,-0.03432122447318098,-0.20320920995880432,0.11813658734891475
2,0.0,0.07350225030489493,0.11563080157797967,-0.06606446020213985,-0.14729147390245007
3,0.0,-0.022007755106657714,-0.10335092308932725,-0.03786770349111834,0.11662087047078967
4,0.0,-0.020741660552127804,-0.0740407219996193,-0.09772767006237668,0.00990395990934667
5,0.0,0.0949017811438532,0.13960692896361881,0.01722216144713873,-0.07185080595946183
6,0.0,-0.0792306918991039,-0.2515697944940416,-0.25446171994388145,0.1599166032280013
7,0.0,-0.00473512207597504,0.045426235216810135,0.07074999436920247,-0.0313887730922453
8,0.0,-0.07299439720898311,-0.18064581842853317,-0.16834568630701682,0.08565696843914558
9,0.0,-0.12366069011140858,-0.162229897588732,-0.04072534313716613,0.07032870060384744
10,0.0,-0.045547097100508506,-0.01568104043177994,-0.04122816112141683,-0.0878490329279229
11,0.0,-0.0813878732897908,-0.0006716764184836327,0.08153873798900095,-0.12166860611065666
12,0.0,-0.08750245785946364,-0.057548942945023544,-0.08842214210505575,-0.14118322225115376
13,0.0,0.11107446051761935,0.07750880379995538,0.07060043886057878,0.12281699433373461
14,0.0,0.035533763064137996,0.08131180255899999,0.04371712731019833,-0.06731883773352565
15,0.0,0.10208325954758002,0.2356732752512305,0.10017771046527921,-0.1587144098512383
16,0.0,-0.12403489991414707,-0.25268302132119175,-0.1185915557252519,0.15375027082098913
17,0.0,-0.031955540192383,-0.080804578820464,-0.1708704723987407,-0.0354430768461832
18,0.0,-0.06965691843042711,-0.06695859233492049,-0.02640132580166038,-0.07197060214537743
19,0.0,0.06635565660186923,-0.050657450359058886,-0.07065987347825342,0.1440063754407928
20,0.0,0.015711185179517917,0.008639812068610614,0.05524119926499203,0.07360301069400588
21,0.0,-0.09551445855271752,-0.21218870416139127,-0.12195128611911926,0.18799514679834806
22,0.0,0.001906189636046409,0.06329490759463005,0.1414800744664212,0.01411831845694489
23,0.0,0.024427432241455493,-0.07226040614370305,-0.1480811929436432,0.07419902142565626
24,0.0,0.14566385895538417,0.13880380132242282,-0.009601881218684175,0.010249996427596608
25,0.0,-0.1124889848551009,-0.12662601326010642,0.011770018148310125,0.0444432265713225
26,0.0,-0.08572829194406714,-0.02511237447644543,-0.03373205175800775,-0.1970163490082856
27,0.0,-0.1982014583025179,-0.2926666505316684,-0.07365717336358402,0.14098747380868765
28,0.0,0.048921038999232655,-0.024381981540109163,-0.0794281932636424,0.07384534113416164
29,0.0,-0.06736304086468434,0.03582143363904002,0.15272397934133622,-0.07159459892762632
30,0.0,0.20781573205700773,0.24325456439069804,0.11805865646538036,0.021868977471306117
31,0.0,-0.020205235386361348,-0.16516523774663439,-0.14548103503130827,0.16845796666479082
32,0.0,0.05351800910202471,0.1753280563072845,0.02607399279920275,-0.23879533899314098
33,0.0,0.10268817626289861,0.06943740791557812,-0.062152835289533026,-0.013219978373237962
34,0.0,0.16924678823681297,0.16872398635872687,-0.09207923517473304,-0.06534838246390627
35,0.0,0.06559816020572445,0.23724415089003115,0.18670769680572574,-0.1302966436134503
36,0.0,-0.09659322029634981,-0.1573470486218207,-0.027029374763826608,0.09478909451959704
37,0.0,0.17417433162810458,0.16215338866741782,-0.043910635345755324,-0.02895524149410733
38,0.0,0.10014078899540417,0.09795810165878659,-0.061341330720293824,-0.06898478504279049
39,0.0,-0.2108924917593533,-0.19849940307769234,0.04069089744261068,0.010922654506525095
40,0.0,-0.11278240463745348,-0.15499640591201871,-0.028911317828731374,0.11321571888226166
41,0.0,-0.10642328024368573,-0.09337564717891592,-0.0160142287040592,-0.050458666953414714
42,0.0,-0.03307588407000666,-0.04781565704859685,0.013712629479806324,0.03691646090877798
43,0.0,-0.08289939063887403,0.02143227702790755,0.16749586350495532,-0.021622325341109864
44,0.0,0.13973850363219742,0.2288771050738771,0.029378526771294936,-0.1758136376778073
45,0.0,0.08840437216963558,0.15820268541675403,0.021848075952783583,-0.142659944147429
46,0.0,-0.03254076798053762,0.11376119699252613,0.20447040315542403,-0.11247488879956946
47,0.0,-0.05982399998104196,0.0805064400607482,0.03336757843744702,-0.21451493181403758
48,0.0,-0.044346119521695954,-0.06142663799892989,0.07396613035914235,0.15437735628733812
49,0.0,-0.13476297637497098,-0.09906175475770199,0.08162889629400086,0.00902977875204658
50,0.0,-0.02422639517234848,-0.016627187366446444,-0.019622837308001427,-0.042104876856763895
51,0.0,-0.055848914696716906,-0.012360541655490609,0.191646352655932,0.0869005473085768
52,0.0,-0.274745598711847,-0.282468386591066,0.03340450801149464,0.04872568772570704
53,0.0,0.05854020599182816,0.24190852311389202,0.21980002895643613,-0.18315156933373666
54,0.0,0.12514641760684664,0.014362149223188542,-0.19052592178513766,0.08582027717336571
55,0.0,0.06248381355535046,0.09211827293890487,0.026628884105227638,-0.04300156128247733
56,0.0,0.012232783420020075,-0.0808228817434264,-0.10450432438792001,0.10793170606213309
57,0.0,0.037402931211400064,-0.07373749568962346,-0.10639488333006901,0.1282676403632972
58,0.0,0.06839944961646546,0.010262303172362854,0.00030986598592359324,0.147091789978238
59,0.0,0.08897550708335812,0.23326921972772507,0.27957867663860037,-0.1687887508788222
60,0.0,-0.07413434574247466,0.034400103924062675,0.16645476112829805,-0.09056565371038511
61,0.0,-0.05324250226309655,-0.0636411585826505,0.031943423755263524,0.05320721236525239
62,0.0,-0.20005749633545508,-0.17501566919911235,-9.461108823156927e-05,-0.047913168817951934
63,0.0,-0.0776015469150297,-0.08142675753113165,0.022671881018292456,0.03076765141704718
64,0.0,-0.30072709972030415,-0.3998138332935644,-0.0935610416281588,0.10948999377231425
65,0.0,0.030737324846823955,0.1816620572062846,0.13114571842013878,-0.22980518119386367
66,0.0,0.04907376778899308,0.038117189144067004,0.06506149995079824,0.08695879587452304
67,0.0,0.11573624602193097,0.1345962166698716,0.03559984804101395,-0.004837021649908735
68,0.0,0.021100124800430553,0.007522794752665065,-6.16907091285368e-05,0.027526795795799863
69,0.0,0.05746872966740383,0.14272197660833896,0.12358756021043638,-0.08798809126608258
70,0.0,0.12750008995483997,0.18414979078970484,0.07664623205397642,-0.05235344215050264
71,0.0,0.11795169625340736,-0.08555920391939824,-0.16501893642425883,0.18963424092841497
72,0.0,0.029367675359282742,-0.02739018255971014,-0.13108704189999798,-0.025620369057340442
73,0.0,-0.043543915653350154,0.06015378843174929,0.08469453107533535,-0.16162107479019538
74,0.0,0.07923178054802768,-0.11576487818515105,-0.1172675938398788,0.276716656599849
75,0.0,-0.019600401394535713,-0.009900797334007921,0.06634343616754143,0.03833567450954822
76,0.0,-0.16170662912754719,-0.11638327476420639,-0.007014358485213451,-0.07753302133814821
77,0.0,-0.0022326160809230944,-0.08286501569669,-0.17824572576542175,0.019667963611187944
78,0.0,0.022481877556245422,0.018722960289676682,-0.02232070177939352,-0.01654763224041056
79,0.0,-0.2011128599849187,-0.14576008386617556,0.014299830194158623,-0.09237385270160714
80,0.0,0.06282463302604957,0.06556388084640279,0.02231456093491637,0.01731549224432094
81,0.0,-0.11330411932749374,-0.07622629872060455,-0.10066976860659299,-0.14130177207811334
82,0.0,0.0031045625559209533,0.09131109299966726,0.1356281475264774,-0.033436059621665404
83,0.0,0.10277083831394748,0.18232417412620522,0.06716619755345977,-0.15741116135233746
84,0.0,-0.04037920895038605,-0.09726743957227835,-0.049457796706657606,0.11852774577945424
85,0.0,-0.1484714312849209,-0.16212955702831205,-0.059625539385065054,-0.016297404240779523
86,0.0,-0.0479641444430261,-0.09130034520438012,-0.06555264976529301,0.04083739707518386
87,0.0,-0.05268740538688058,-0.22711492489555415,-0.15589261931392434,0.12807907832082766
88,0.0,-0.13575632901142104,-0.1461389429763717,-0.03145166369827078,-0.0047828906514267855
89,0.0,-0.2524047148229678,-0.13299402270032348,0.17517180421110007,-0.06678881777445855
90,0.0,-0.1969444563851998,-0.19408206001359027,0.037827808350195016,0.03802673595692474
91,0.0,-0.0979690778211564,-0.009912844277949168,0.10782654306353116,-0.057468285847917744
92,0.0,-0.07270296886169714,-0.22293946598089237,-0.09941881172142,0.19475421251332758
93,0.0,-0.007681170236905066,-0.030780256880992216,-0.060225075807370736,-0.011397724938691622
94,0.0,-0.16439955216523733,-0.12776530643663866,-0.03820819612871394,-0.12068374406388781
95,0.0,-0.02646175994111685,-0.15090800972723067,-0.06322754520394563,0.221512718040187
96,0.0,0.08298698976946095,-0.006431390424869815,-0.09506788910794216,0.07611522719727082
97,0.0,-0.036995266839178476,-0.11453873336046888,-0.14585227340839277,0.007774544780539738
98,0.0,0.07266195142171232,0.15316734932370035,0.00990065347953796,-0.1586235938127485
99,0.0,0.0977055689288531,0.1341369246265878,0.041657013644500814,-0.04616900024043523
100,0.0,0.23463796289191247,0.3403172999168521,0.1982624922976688,-0.05380938270119348
101,0.0,0.023389102873155473,-0.02069474002178669,-0.005828028885914209,0.1194823243079548
102,0.0,-0.062426092165471944,-0.008024135524560112,0.04955906927462446,-0.05565677302646821
103,0.0,0.2480320717355915,0.5136179886235833,0.22180444190800863,-0.25664202619138987
104,0.0,-0.021036172646944823,-0.012105352274851412,-0.018901427248661264,-0.05801998409355634
105,0.0,-0.1281832563754065,-0.11124966949396842,-0.05952041965429922,-0.11986959106823264
106,0.0,-0.011225385554917405,-0.09495517853840962,-0.13237984074650014,0.06738108498271489
107,0.0,0.23321874600956394,0.00245218729269598,-0.26957400988140845,0.23929311472759018
108,0.0,0.01986419249886795,0.03428407626982986,-0.00034157237722956535,-0.032242316313431774
109,0.0,-0.017859772919444135,-0.07572198765870518,0.036594918192254834,0.16132040093693034
110,0.0,0.00501569390736703,-0.008777920249848248,0.02476382254906449,0.053104735079953724
111,0.0,0.02909182991229277,0.12182543756605813,0.009056576634849378,-0.22110222728389303
112,0.0,0.1654708082596552,0.1947155230655117,0.14295459046227504,0.0879721080384478
113,0.0,-0.010037540205986281,0.05413827586885976,0.0336371427513861,-0.0925274791892684
114,0.0,-0.08323226055620192,-0.03283378907758769,0.02345664199377634,-0.10750837621359344
115,0.0,-0.19322455986479828,-0.22929745144726457,-0.017032762610019903,0.055566890520388657
116,0.0,0.005177399720737608,0.00301866826441228,-0.01224307372672297,-0.011248837081983763
117,0.0,0.10542482280655892,0.10545443874988893,0.07354988806891302,0.05121719092833299
118,0.0,-0.14538379924594108,-0.31673850111573065,-0.15859612007295865,0.16583264809815168
119,0.0,0.013088281988559205,0.006663625911532481,0.027316357881662007,0.07791988734699273
120,0.0,0.06499116249847035,0.09365951091730358,0.05456204919623125,-0.017306131354226872
121,0.0,-0.007786369670604754,-0.057398000184136586,-0.10706146162153159,-0.0012589405304183066
122,0.0,0.030192877508146837,0.23360101378121964,0.1913060788553223,-0.18072362923405683
123,0.0,-0.010822048171145848,-0.2432315634072735,-0.3689536408866731,0.2580783408186742
124,0.0,-0.10484181238877666,-0.056317162984738274,0.0159531222387206,-0.09412732374053234
125,0.0,-0.008898096801636779,0.10332082567146011,0.17264374879158423,-0.08538000800315171
126,0.0,-0.0019660830861418957,-0.03792858504343444,0.0615290315436761,0.13456763402698546
127,0.0,0.1197582289403697,0.11704624698182861,0.059998069639918085,0.0806627465544455
128,0.0,-0.3028139972740639,-0.21039631266742,0.2601292739969274,0.01107815908358556
129,0.0,0.24154265199278213,0.4248500923679475,0.1710642051966184,-0.18279549601545653
130,0.0,-0.14882177779460962,-0.207340455876459,-0.11551163526544223,0.0347544373104226
131,0.0,-0.056941989072974625,-0.11927217591540978,0.0018198285293230254,0.14191180359257471
132,0.0,0.20155963622629763,0.21421997082707,0.04877835806291525,0.00754119585773716
133,0.0,0.060315568228762426,0.11273762525644013,0.03506803952180029,-0.09273227105462767
134,0.0,-0.08250659137247028,-0.17029727314932447,-0.07776454949604493,0.16103111484000776
135,0.0,-0.07740335444929654,-0.17424071534951646,-0.0359032770873467,0.18563786651976377
136,0.0,0.24192935592727502,0.2288693416541222,0.036375310829578886,0.06098167750902932
137,0.0,0.11059230325221284,0.03987627476601485,-0.16481650138957504,0.007988421772797093
138,0.0,-0.12972460181607492,-0.05805279630475438,0.007336512492159206,-0.16261342325882677
139,0.0,-0.09183626778217889,-0.05785484765266082,0.0510233053389076,-0.024867287568409724
