repeat,shift_index,shift,causal_renal_path_estimate,true_renal_path,causal_inflammation_path_estimate,true_inflammation_path,adjusted_irrelevant_slope_rms,target_missing_fraction,target_all_missing_rate
0,0,No shift,0.9736946536895105,1.0,1.1993561943465638,0.8,0.22851125494595956,0.057666666666666665,0.0
0,1,Kidney only,1.5953944621362752,1.8,1.1993561943465638,0.8,0.23456348619716796,0.055,0.0
0,2,Inflammation only,0.9736946536895105,1.0,0.5623877271499378,0.8,0.17964226205583836,0.05466666666666667,0.0
0,3,Assay only,0.9736946536895105,1.0,1.1993561943465638,0.8,0.22851125494595953,0.057666666666666665,0.0
0,4,Missingness only,0.9050860788557892,1.0,1.199154188464374,0.8,0.38215646155256483,0.297,0.025
0,5,Combined strong,1.420254552621348,1.8,0.4397482226730858,0.8,0.3415792324089605,0.275,0.016
1,0,No shift,0.8920502700872784,1.0,0.9773679066754843,0.8,0.18423368336150775,0.051333333333333335,0.0
1,1,Kidney only,2.185083953124299,1.8,0.9773679066754843,0.8,0.2669247579584062,0.047,0.0
1,2,Inflammation only,0.8920502700872784,1.0,0.883059354960663,0.8,0.18984811931687504,0.048666666666666664,0.0
1,3,Assay only,0.8920502700872782,1.0,0.9773679066754842,0.8,0.1842336833615078,0.051333333333333335,0.0
1,4,Missingness only,0.868491368249857,1.0,1.0396202254092608,0.8,0.15148219456959092,0.28633333333333333,0.031
1,5,Combined strong,2.1820802503873318,1.8,0.8853620382711651,0.8,0.31423244306337444,0.26166666666666666,0.025
2,0,No shift,0.9743406671497149,1.0,1.1292901699878142,0.8,0.19138141855318572,0.052,0.001
2,1,Kidney only,1.7497079568247342,1.8,1.1292901699878142,0.8,0.3489138804194159,0.046,0.0
2,2,Inflammation only,0.9743406671497149,1.0,0.8066905166104594,0.8,0.2645537222601835,0.051,0.001
2,3,Assay only,0.9743406671497149,1.0,1.1292901699878142,0.8,0.19138141855318572,0.052,0.001
2,4,Missingness only,0.854071960505269,1.0,1.0662439094441571,0.8,0.1840748995803603,0.29033333333333333,0.023
2,5,Combined strong,1.617232744479812,1.8,0.7122178284852986,0.8,0.264876929444679,0.2613333333333333,0.019
3,0,No shift,1.3144320822055542,1.0,0.9589004298530388,0.8,0.21264119284891966,0.058666666666666666,0.001
3,1,Kidney only,1.640204503095747,1.8,0.9589004298530388,0.8,0.19019464533507693,0.05333333333333334,0.001
3,2,Inflammation only,1.3144320822055542,1.0,0.6325454301978642,0.8,0.19076301378655283,0.058333333333333334,0.001
3,3,Assay only,1.3144320822055542,1.0,0.9589004298530385,0.8,0.21264119284891966,0.058666666666666666,0.001
3,4,Missingness only,1.460856089037369,1.0,1.000699209796852,0.8,0.3140880815292895,0.2956666666666667,0.022
3,5,Combined strong,1.5752057850367185,1.8,0.5267928110769546,0.8,0.24760718960914216,0.2753333333333333,0.013
4,0,No shift,1.0024336130799694,1.0,0.6567614314377829,0.8,0.1260308440014886,0.04666666666666667,0.0
4,1,Kidney only,1.8905051247768074,1.8,0.6567614314377829,0.8,0.14747879106155534,0.044,0.0
4,2,Inflammation only,1.0024336130799694,1.0,0.8646536976121635,0.8,0.09983164822128651,0.043666666666666666,0.0
4,3,Assay only,1.0024336130799694,1.0,0.6567614314377827,0.8,0.12603084400148867,0.04666666666666667,0.0
4,4,Missingness only,0.968201026484441,1.0,0.5828697702909039,0.8,0.15097221864295393,0.277,0.018
4,5,Combined strong,1.7983538915182677,1.8,0.9092094231137683,0.8,0.18133443288096102,0.25466666666666665,0.011
5,0,No shift,1.4259030206833239,1.0,1.18267781350337,0.8,0.25385204924618915,0.057666666666666665,0.001
5,1,Kidney only,1.5344828225846279,1.8,1.18267781350337,0.8,0.2357289669219378,0.054,0.001
5,2,Inflammation only,1.4259030206833239,1.0,0.7088666023485715,0.8,0.24891408805364526,0.051,0.001
5,3,Assay only,1.4259030206833239,1.0,1.18267781350337,0.8,0.25385204924618915,0.057666666666666665,0.001
5,4,Missingness only,1.3372498411569336,1.0,1.0815952078894324,0.8,0.21771791485003522,0.2846666666666667,0.025
5,5,Combined strong,1.2701213698836837,1.8,0.7392474646835255,0.8,0.2032532964317105,0.26166666666666666,0.019
6,0,No shift,1.116413809091717,1.0,1.2634679925238774,0.8,0.33925750695064305,0.055,0.0
